,0,1,2,3
24,5.775321820124654E-5,-8.939062870551235E-4,0,0.41541393791040154
25,4.820481723844921E-5,-9.603334787796335E-4,-6.776263578034403E-21,0.39424232834227413
26,-6.877666198957421E-5,-8.940898187393924E-4,0,0.329609227132
27,-2.0335899748192334E-4,-7.800984786838956E-4,1.3552527156068805E-20,0.18042224576422422
28,-1.0678445761412625E-4,-9.603176111020525E-4,0,0.2891914821780961
29,-1.4229823331671356E-4,-8.940898187393923E-4,0,0.2502247145967897
30,-5.0713003038077826E-5,-0.0010650657845904916,6.776263578034403E-21,0.31008070756503003
31,-2.999999999999998E-4,-6.0E-4,0,0
32,-3.4477152501692046E-4,-7.552284749830793E-4,0,0
33,-2.4633879815547365E-4,-8.544698820637377E-4,-4.0657581468206416E-20,0.1627569429929938
34,-2.74244628830263E-4,-9.036690966418204E-4,-2.710505431213761E-20,0.15085340154860255
35,-4.447715250169205E-4,-8.552284749830794E-4,0,0
36,-3.514522880690622E-4,-9.442050546250836E-4,-1.3552527156068805E-20,0.13313077225941178
37,-4.003475500449705E-4,-9.719816224957884E-4,-1.3552527156068805E-20,0.12129403926532101
38,-2.3010104555481326E-4,-9.967924390260343E-4,0,0.20149476956382645
39,-1.2833848621314768E-4,-9.799747422257893E-4,-6.776263578034403E-21,0.27614602566619123
40,-2.0378432932686492E-4,-0.0010522310342288863,6.776263578034403E-21,0.23002261987523842
41,-1.6835868278321106E-4,-9.384173633563092E-4,0,0.23935740561474902
42,-2.772463279770835E-4,-0.0010211285711708815,0,0.1905277975612619
43,-9.090348973148008E-5,-0.0011045587928887606,-1.3552527156068805E-20,0.28542552780915975
44,-6.000000000000001E-4,-9.000000000000003E-4,0,0
45,-1.6415533858078467E-4,-0.0011884056432600151,-6.776263578034403E-21,0.23741675952778046
46,-2.578076979541116E-4,-0.0012956036933658164,-3.3881317890172014E-21,0.21196893477778392
47,-2.9016769726515195E-4,-0.001332852535576965,1.3552527156068805E-20,0.19574588007287977
48,-2.512369452958835E-4,-0.001388383284141941,1.0164395367051604E-20,0.21080354916051106
49,-2.445997773520262E-4,-0.001482100664444239,0,0.2038406415864666
50,-2.760689742166062E-4,-0.00137786985847489,2.371692252312041E-20,0.20453806754965725
51,-8.179516687259209E-5,-0.0014642464902367984,1.3552527156068805E-20,0.2489075135929971
52,-2.702131320908997E-5,-0.0012164202900969495,-6.776263578034403E-21,0.3060581109931959
53,-3.1596115323259655E-4,-0.001362542782544423,-3.3881317890172014E-21,0.19249590553036167
54,-4.4079233084622186E-4,-0.0011534023195645278,6.776263578034403E-21,0.1329475636155456
55,-2.8416159808666933E-4,-0.0014143267370572252,-2.0328790734103208E-20,0.2040891407051344
56,-1.3006704915438321E-4,-0.0016826542954094666,0,0.21568765199177004
57,-6.896161674141588E-4,-0.0015054353534337524,-6.776263578034403E-21,0.16049615129453004
58,-7.213211323247575E-4,-0.0017317094964522167,1.6940658945086007E-21,0.15903230561242804
59,-7.723945962911131E-4,-0.0017515670651719038,1.8634724839594607E-20,0.1530782588256935
60,-9.096573952661301E-4,-0.0013372984813383219,-1.3552527156068805E-20,0.13219724437951313
61,-6.455235966762504E-4,-0.001202384135257755,-2.0328790734103208E-20,0.10835497994592225
62,-6.70845002966386E-4,-0.0013751357999126233,0,0.13436120545692182
63,-7.553912913011951E-4,-0.001118486576372487,-6.776263578034403E-21,0.08480146127235919
64,-9.873714003250248E-4,-0.0014482601524810107,0,0.13803265565088438
65,-7.957294574044474E-4,-0.0017606397532595498,-1.6940658945086007E-21,0.15359134716533135
66,-7.943824618204751E-4,-0.0011736109348193793,6.776263578034403E-21,0.09732887612353675
67,-7.604950850674516E-4,-0.0017875802131299679,1.3552527156068805E-20,0.15513129378019247
68,-0.0010628009002796191,-0.0015564349665104912,1.3552527156068805E-20,0.14220153078353237
69,-7.322836399376829E-4,-0.0018091508912773122,8.470329472543003E-21,0.15609016469226933
70,-4.989681763228652E-4,-0.0012735983098367597,0,0.14857497371068143
71,-6.026955836597546E-4,-0.0014859036605645883,0,0.16689245274527612
72,-6.2717635626035E-4,-0.0015369997392504894,0,0.16718715335780968
73,-5.499697964457119E-4,-0.0015760439300846834,-3.3881317890172014E-21,0.17273583445281745
74,-3.989242903152315E-4,-0.001652416184683426,6.776263578034403E-21,0.18532005727195872
75,-4.4591284874932985E-4,-0.0017489982305972226,-1.3552527156068805E-20,0.17287067890403152
76,-4.0211607591491075E-4,-0.0014408319736073322,0,0.19158316280151277
77,-2.7779620998933904E-4,-0.001713685051190753,-6.776263578034403E-21,0.1911159615002888
78,-7.552284749830795E-4,-8.552284749830795E-4,0,0
79,-8.67849536874962E-4,-0.0010611680093812763,1.3552527156068805E-20,0.08097010054982422
80,-8.963878858513212E-4,-0.0010471926061455328,6.776263578034403E-21,0.08093561129989468
81,-8.552284749830795E-4,-7.552284749830794E-4,0,0
82,-9.64950487918949E-4,-9.460774458188389E-4,1.3552527156068805E-20,0.07712774802085115
83,-9.821534740184136E-4,-9.206737574688959E-4,-6.776263578034403E-21,0.07707364043113403
84,-9.318850288007989E-4,-0.001095760908923776,0,0.09252012713846006
85,-9.851123129244995E-4,-0.0012785981251428682,-1.3552527156068805E-20,0.1265370919448507
86,-0.001036418989927328,-0.001239487157386515,2.710505431213761E-20,0.12447441049267406
87,-9.003796714003266E-4,-0.0011212459441101695,-6.776263578034403E-21,0.09402440868282597
88,-9.967243659716946E-4,-0.0010023049162534133,-1.3552527156068805E-20,0.08921028562793407
89,-0.0010507319272708353,-0.0014014445904174497,6.776263578034403E-21,0.1334482342400033
90,-9.000000000000003E-4,-5.999999999999998E-4,0,0
91,7.40082315142146E-4,-2.228873303428646E-4,0,0.7373668037830446
92,7.2195493402973E-4,-7.543808253525012E-5,2.710505431213761E-20,0.5062761660985208
93,7.368133678446988E-4,-7.237907571526158E-5,-1.3552527156068805E-20,0.49364809245698993
94,7.209789552279214E-4,-2.3016364237625746E-4,-2.0328790734103208E-20,0.7590538892196949
95,8.701560337056955E-4,-2.0670875741176764E-4,1.3552527156068805E-20,0.6045022533541118
96,8.446920422833246E-4,-8.19941333964287E-5,6.776263578034403E-21,0.46210296667387574
97,8.646357235555528E-4,-8.401869759672333E-5,-6.776263578034403E-21,0.45675925180499166
98,8.423253106469368E-4,-2.0531967548046266E-4,1.3552527156068805E-20,0.6137139332946662
99,7.363297818250385E-4,-5.022849548230688E-5,-1.3552527156068805E-20,0.4748636437058486
100,7.230104458562244E-4,1.0738613575984597E-4,1.3552527156068805E-20,0.26650893429575945
101,7.32895189746714E-4,1.0794207436367192E-4,0,0.2661502808416233
102,7.219555967733307E-4,-5.274959096218437E-5,1.6940658945086007E-20,0.4776437167053259
103,5.999999999999998E-4,-9.999999999999992E-5,0,0.6090182118182039
104,5.999999999999997E-4,9.999999999999994E-5,0,0.2756848784848706
105,8.449337077812866E-4,-5.397413498972453E-5,-2.0328790734103208E-20,0.43802639316551367
106,7.230108969710535E-4,1.229488517090791E-4,-3.3881317890172014E-21,0.2513869717058297
107,6.0E-4,-2.999999999999998E-4,0,1
108,9.657642117831494E-4,-2.3076846296214996E-4,2.710505431213761E-20,0.5599086864542859
109,5.999999999999998E-4,2.999999999999998E-4,0,0
110,8.753038944467686E-4,-3.0470704533882165E-4,0,0.754301559680645
111,8.557804733160909E-4,-3.045406257075794E-4,1.6940658945086007E-20,0.7620160891420604
112,7.552284749830794E-4,-3.4477152501692063E-4,7.330338959266645E-21,1
113,8.552284749830798E-4,-4.447715250169207E-4,1.2971286817825476E-20,1
114,8.602569663931211E-4,-3.2335780660885764E-4,0,0.7860602209866899
115,8.758755526027616E-4,-3.242318746910722E-4,-3.3881317890172014E-21,0.7697639184167554
116,9.631902618949367E-4,-3.2200913233363233E-4,0,0.6487768821756719
117,9.459681521377839E-4,-4.533442382842325E-4,0,0.7945562045268817
118,9.654211939821091E-4,-3.4905081204459005E-4,-2.0328790734103208E-20,0.6682283550876962
119,9.442438588263356E-4,-4.721193759841697E-4,3.3881317890172014E-20,0.8132059375527831
120,9.000000000000003E-4,-6.0E-4,0,1
121,4.3641223772972784E-4,-0.0012693331797530901,-2.0328790734103208E-20,0.45160540743294
122,3.2821950867903155E-4,-0.001222868166827157,-1.3552527156068805E-20,0.41928161441111433
123,2.0841506417644442E-4,-0.0011689408271979987,0,0.4158847397695248
124,3.8190279923329553E-4,-0.0013896661851852722,1.3552527156068805E-20,0.35758560297434294
125,4.986717273266556E-4,-0.001731240821273587,-1.3552527156068805E-20,0.27155433019318337
126,4.907103205141064E-4,-0.0017277393313116732,-2.541098841762901E-21,0.2712711960696955
127,4.493038141917902E-4,-0.0013639207661050423,2.710505431213761E-20,0.37719442693291605
128,5.548768170567203E-4,-0.0013202095949982839,6.776263578034403E-21,0.4583728120663907
129,5.702199844300563E-4,-0.0011863827549713959,-6.776263578034403E-21,0.5845809566131036
130,5.074280975446902E-4,-0.0017350919424564564,-1.1011428314305904E-20,0.2697567120334362
131,5.389669269036489E-4,-0.0014683704307729465,0,0.34082097310740755
132,2.446688645222951E-4,-0.0014394153965518377,1.3552527156068805E-20,0.3042657152679227
133,4.996141597460935E-4,-0.0017381733045276379,-2.371692252312041E-20,0.2698364651307047
134,6.192285120133567E-5,-0.0012252642917716498,0,0.31818480560012474
135,5.062274400826826E-4,-0.0017459230839322057,2.541098841762901E-21,0.2683876848009536
136,7.552284749830793E-4,3.447715250169205E-4,0,0
137,9.339795904029087E-4,2.833153991795822E-4,0,0.15141726194141264
138,8.291541432348551E-4,2.2385596837702046E-4,2.0328790734103208E-20,0.1736231107945499
139,8.552284749830794E-4,4.447715250169205E-4,0,0
140,0.001008072038768935,4.1053602239197236E-4,1.3552527156068805E-20,0.12415444759956468
141,9.484965980358941E-4,3.055060527003385E-4,0,0.14640362177463842
142,9.713617067599399E-4,2.7008677497810475E-4,-6.776263578034403E-21,0.16657220721178007
143,0.00111021484210328,2.221061307247048E-4,0,0.22179069421310613
144,0.0010459706098758662,1.5786189849729138E-4,-1.3552527156068805E-20,0.25652542398617656
145,9.476432399284553E-4,2.484158008404768E-4,-1.3552527156068805E-20,0.17892845874813051
146,8.046274731600177E-4,2.1133044522211804E-4,6.776263578034403E-21,0.17868427040303486
147,0.0010067120725944113,1.2291092701174918E-4,-2.710505431213761E-20,0.276321382216463
148,8.481205964337853E-4,1.9196424357049004E-4,0,0.20001098058430566
149,0.0010932562680424974,8.417964110782522E-5,6.776263578034403E-21,0.2833961995386477
150,0.0010279891776121645,3.6991954959364313E-4,6.776263578034403E-21,0.14542398830508718
151,0.0011491686898868364,1.400920629521643E-4,-6.776263578034403E-21,0.2531662038427488
152,9.000000000000003E-4,6.0E-4,0,0
153,0.001206245027013954,3.474230783525507E-5,0,0.2929098665724169
154,0.001063594844754126,-1.2275532793184766E-4,-6.776263578034403E-21,0.4232872667252674
155,9.481612863227677E-4,-2.2568135800819898E-5,-6.776263578034403E-21,0.3823865822840895
156,9.78945995799025E-4,8.047175555096067E-8,6.776263578034403E-21,0.35378563224621234
157,0.0010322536618402522,-1.5735859399770217E-4,0,0.4616448863586432
158,0.0011614254777251027,-1.4742192901545363E-5,-6.776263578034403E-21,0.3258064818378563
159,0.0010488604469145158,5.1517207484860966E-5,6.776263578034403E-21,0.31178340008673
160,0.0011192493444271028,-6.130814308122355E-5,0,0.36173715365662973
161,9.436289447125607E-4,5.3937161579532694E-5,-1.3552527156068805E-20,0.3276122851584844
162,8.25772601553661E-4,1.7566812397986508E-4,2.0328790734103208E-20,0.21352921283758908
163,9.189349892215037E-4,2.6937309942122128E-5,-6.776263578034403E-21,0.35057706256052584
164,0.0011374633683572677,-5.588869780588602E-4,0,0.5714575984719078
165,0.0010370813976621474,-5.915091729629253E-4,-3.3881317890172014E-21,0.7291956256538104
166,9.896233490523751E-4,-4.635994632242266E-4,0,0.7678147357649674
167,0.0011412253051469921,-5.565905685517436E-4,0,0.5631362545309913
168,0.0011631517822508692,-4.347384523965579E-4,-1.1858461261560205E-20,0.4944265817636165
169,0.0011487238210721102,-5.437491274992114E-4,-2.1175823681357508E-22,0.5497007879514927
170,0.0010321454960255125,-3.3712907261424494E-4,0,0.6167871724805051
171,9.788677801402703E-4,-4.8423947317441786E-4,-1.0164395367051604E-20,0.789546843471727
172,0.0010256696785444384,-3.676772490750933E-4,-6.776263578034403E-21,0.6360236869850608
173,0.0011703941794589086,-4.452975878300333E-4,-1.0164395367051604E-20,0.4938875698586597
174,0.0010365911638500927,-2.5021795844260524E-4,-6.776263578034403E-21,0.5307934391113213
175,0.0011951307475986184,-4.8136254887036945E-4,0,0.48360439025066126
176,-7.552284749830793E-4,-3.447715250169205E-4,0,0
177,-9.193478377516001E-4,-2.272107451018179E-4,0,0.181483669058177
178,-9.181838218897875E-4,-2.2664430395602451E-4,0,0.18155392858508035
179,-8.552284749830794E-4,-4.4477152501692046E-4,0,0
180,-9.918218682022732E-4,-3.5478210723741686E-4,0,0.14178832744867784
181,-9.911267303974302E-4,-3.5375508663464453E-4,0,0.14185949161507705
182,-9.206048565041934E-4,-2.2631492314718047E-4,0,0.18249998662420677
183,-0.0010813146381878328,-1.0824987416469275E-4,0,0.2668486375734236
184,-9.196654757537912E-4,-2.2549964147166107E-4,-2.1175823681357508E-22,0.18291776864250553
185,-0.001083190658837082,-1.0985717096108391E-4,4.2351647362715017E-22,0.26602693034924363
186,-7.916445034870564E-4,-1.5486826054637143E-4,-2.1175823681357508E-22,0.22117653316134306
187,-9.830100220269951E-4,-9.945258003855306E-6,4.2351647362715017E-22,0.3454120912275503
188,-7.93142262364861E-4,-1.5373273320027386E-4,0,0.22253533033880352
189,-9.923746998234165E-4,-3.5284331094995343E-4,0,0.1428808046903715
190,-0.0010842997787317682,-1.0594169689443527E-4,0,0.2679346796102024
191,-9.860207281874034E-4,-7.662646350070705E-6,0,0.34647770163859937
192,-6.0E-4,-2.999999999999998E-4,0,0
193,-0.0011740911827390062,1.3476498763092976E-4,8.470329472543003E-22,0.3727181992396105
194,-5.999999999999997E-4,9.999999999999992E-5,0,0.6081017563511932
195,-7.916208647655187E-4,4.614848380689095E-5,0,0.45003803199478853
196,-7.916781740786053E-4,4.751647897078317E-5,-2.1175823681357508E-22,0.45186644285878497
197,-5.999999999999997E-4,-9.999999999999994E-5,0,0.27476842301786
198,-7.915631710411811E-4,-1.538296373574357E-4,0,0.22224210852941195
199,-7.916208647655187E-4,-1.5245714264054894E-4,0,0.22366777729287132
200,-7.929126432501157E-4,4.5791158230588363E-5,0,0.44960607177753015
201,-9.832417295310373E-4,-4.914285281098067E-6,4.2351647362715017E-22,0.349404337511262
202,-7.929661995917625E-4,4.717456541501194E-5,-2.1175823681357508E-22,0.45071511830173633
203,-9.831263420823622E-4,-7.659274714871591E-6,4.2351647362715017E-22,0.3472065653641069
204,-7.916781740786052E-4,2.4612675074912817E-4,-2.1175823681357508E-22,0.7363999560707682
205,-9.832417295310369E-4,1.9229696761378183E-4,4.2351647362715017E-22,0.5280291143229359
206,-7.929661995917623E-4,2.457704022223552E-4,-2.1175823681357508E-22,0.7352279516517192
207,-7.929126432501157E-4,-1.5279993607882392E-4,0,0.2232523807744644
208,-9.858252865002314E-4,-5.5998721576480014E-6,4.2351647362715017E-22,0.3478547155284628
209,-9.858252865002312E-4,1.9158231646117664E-4,0,0.5264531672712203
210,-5.999999999999998E-4,2.999999999999998E-4,0,1
211,-0.001174689513123543,1.3851108792769246E-4,0,0.37489337050408444
212,-7.552284749830793E-4,3.447715250169205E-4,0,1
213,-7.926810517212314E-4,2.465584391626023E-4,0,0.7364961834624786
214,-9.228079987236463E-4,3.2093531751626984E-4,0,0.7331072079758094
215,-8.552284749830794E-4,4.447715250169205E-4,0,0.9999999999999999
216,-9.256863372563146E-4,3.2475544678942027E-4,-8.470329472543003E-22,0.7335616391027936
217,-9.993160183666388E-4,4.502973596994905E-4,-1.6940658945086007E-21,0.7306819306751128
218,-9.281725682823736E-4,3.202365160767334E-4,-8.470329472543003E-22,0.7273802365608564
219,-9.849505696223398E-4,1.9362882398287455E-4,4.2351647362715017E-22,0.5281929690030418
220,-0.0010898548699495554,2.972991804256722E-4,-1.6940658945086007E-21,0.5235979222526653
221,-9.241221534435872E-4,3.1728493283195467E-4,0,0.727237708729936
222,-0.0010035287434966586,4.42213523079162E-4,0,0.7199114883003483
223,-0.001093975545792457,2.8823814735309686E-4,-1.6940658945086007E-21,0.5157408443544244
224,-9.000000000000003E-4,6.0E-4,0,1
225,-9.933050955497993E-4,-3.5465216077025904E-4,0,0.14222097739042616
226,-9.928997071589779E-4,-3.5386401579377445E-4,0,0.14246983756725637
227,-0.0010866101910995982,-1.0930432154051817E-4,0,0.2664145274711798
228,-0.0010856098693202696,-1.07848431364366E-4,4.2351647362715017E-22,0.26699504476818875
229,-9.939221801127391E-4,-3.530295230863553E-4,2.1175823681357508E-22,0.14284049265855875
230,-0.001087844360225478,-1.0605904617271082E-4,0,0.2674177926000062
231,-0.0011799152866493968,1.3604351768922265E-4,0,0.3725806502422608
232,-3.4477152501692063E-4,-4.4477152501692056E-4,0,0
233,-2.502769955603288E-4,-2.775221733195232E-4,2.0328790734103208E-20,0.2345271584419938
234,-2.2103427638135335E-4,-3.298876286123331E-4,2.0328790734103208E-20,0.23654474722977187
235,-4.447715250169206E-4,-3.4477152501692046E-4,0,0
236,-3.790087229750137E-4,-2.0223396211647719E-4,0,0.22839788523216187
237,-3.279630615021865E-4,-2.3315472541993832E-4,0,0.23042783510518564
238,-1.9283686985236304E-4,-1.7591471132834296E-4,6.776263578034403E-21,0.3160051743234486
239,-7.987422019859716E-5,-1.917532308014575E-4,1.3552527156068805E-20,0.37714622571899864
240,-1.301880934241545E-4,-2.4150664781448373E-4,-6.776263578034403E-21,0.32313648128218764
241,-1.5657728703781051E-4,-1.1179816799933949E-4,0,0.36824947352611953
242,-1.76781855448042E-4,-4.080177076305968E-4,6.776263578034403E-21,0.2406622040169748
243,-5.442825112557529E-5,-2.173908346311644E-4,0,0.3805768492217859
244,-1.023998909212561E-4,-2.9212958347080663E-4,6.776263578034403E-21,0.32523161981682985
245,-2.4161802385245186E-4,-1.4723026133599198E-4,6.776263578034403E-21,0.3139125628784132
246,4.2122168183727586E-5,-6.697293034788247E-5,0,0.41204009657073015
247,2.094472813736508E-5,-4.513498253082862E-5,0,0.40956419324609283
248,6.699538525518061E-5,-2.8221958054164146E-5,0,0.4178813001893115
249,-2.4165673149148227E-4,-7.111499766796422E-5,0,0.38145743349765093
250,-2.391454213492892E-4,1.2247350847515006E-4,0,0.5105716710526501
251,-2.3910383907567144E-4,4.693605368337915E-5,6.776263578034403E-21,0.42108453360760356
252,-3.77841265649988E-4,-6.040897260047004E-6,0,0.3992575188253724
253,2.09558076770976E-5,-5.55932872717752E-6,0,0.4227863602985985
254,-1.5430720680827774E-4,8.072100244511176E-5,0,0.4356055361049064
255,-3.766685826225408E-4,1.9014166811706908E-4,-6.776263578034403E-21,0.6286516833828582
256,4.4477152501692035E-4,3.4477152501692046E-4,0,0
257,3.725435059713071E-4,2.1858553403208495E-4,-6.776263578034403E-21,0.2273587972885101
258,2.939788287631764E-4,2.632620055995779E-4,6.776263578034403E-21,0.22438001275988353
259,3.4477152501692025E-4,4.447715250169205E-4,0,0
260,2.6572855204065165E-4,3.130665168451233E-4,-6.776263578034403E-21,0.22098546261370355
261,2.2133750633241038E-4,3.9113254280486365E-4,-6.776263578034403E-21,0.21801079722381816
262,2.0126959997280957E-4,2.1302285918108042E-4,0,0.3091745194885064
263,1.690640454980192E-4,1.563171213061946E-4,0,0.36107359877873524
264,1.436388873302747E-4,1.8174173718215887E-4,2.0328790734103208E-20,0.3586692052693814
265,2.6346426806574233E-4,1.5224349143094508E-4,6.776263578034403E-21,0.31660404863370994
266,4.2185188519021464E-4,1.9061667493003082E-4,6.776263578034403E-21,0.23071953232434303
267,2.441720387813425E-4,8.120993762390712E-5,-1.3552527156068805E-20,0.37112571573964415
268,3.140684906240609E-4,1.2428746792579511E-4,-6.776263578034403E-21,0.3179258549969578
269,8.302002895899215E-5,1.5537551559020435E-5,-1.6940658945086007E-21,0.4062481887368475
270,1.0321457984981712E-4,-5.865139537484729E-6,1.6940658945086007E-21,0.4092529446616955
271,1.730378736343585E-4,2.613549820266269E-4,0,0.30785324280100895
272,2.999999999999998E-4,6.000000000000001E-4,0,0
273,-3.447715250169205E-4,4.447715250169207E-4,0,1
274,-2.046056147074379E-4,3.4054592101312583E-4,1.3552527156068805E-20,0.6234509954968398
275,-2.4882151280501626E-4,2.62766242508649E-4,0,0.6245349139542782
276,-4.4477152501692046E-4,3.447715250169206E-4,0,0.9999999999999999
277,-2.9892828718972215E-4,2.3434451510604012E-4,1.3552527156068805E-20,0.627566685662014
278,-1.9026540713317186E-4,1.5032725003681104E-4,6.776263578034403E-21,0.509937842534034
279,-1.2908082670409738E-4,1.0595256039471187E-4,6.776263578034403E-21,0.4347093627233118
280,-1.2834263968534846E-4,2.1237118911066755E-4,1.3552527156068805E-20,0.5041477617038744
281,-1.7620271851146173E-4,3.9061949646488963E-4,0,0.6204212325311724
282,-5.382818379466483E-5,1.8121295917337588E-4,1.3552527156068805E-20,0.4275811213256664
283,-1.0052208440802408E-4,2.61419566475321E-4,0,0.503514807115663
284,4.185498585968377E-5,1.5246365714287012E-5,-1.6940658945086007E-21,0.4208075407303582
285,-2.999999999999998E-4,6.000000000000001E-4,0,1
286,9.648418953111096E-5,-2.9219804025474216E-4,-1.3552527156068805E-20,0.47378642134071025
287,1.7423652885313232E-4,-2.92224802955313E-4,-6.776263578034403E-21,0.5772347922987899
288,-2.436106051173683E-5,-2.921564447828824E-4,-6.776263578034403E-21,0.4056602202027746
289,2.242621971588896E-5,-4.082283574513486E-4,6.776263578034403E-21,0.43616494057311755
290,2.21635748095698E-4,-4.084386207206876E-4,6.776263578034403E-21,0.6914124673361378
291,8.281107947011602E-5,-6.715653229260338E-5,0,0.43500178685630264
292,1.4394977764349434E-4,-2.1782121551772196E-4,-1.3552527156068805E-20,0.4987387361034286
293,4.222347532828808E-4,-1.3040455987768244E-4,6.776263578034403E-21,0.5860356887195611
294,4.220434598960304E-4,-8.622109196837876E-6,0,0.42642032646279976
295,4.220434598960305E-4,6.874530179983152E-5,1.3552527156068805E-20,0.3551126294299142
296,3.141106953652472E-4,4.6074601982147195E-5,6.776263578034403E-21,0.3977716738271634
297,2.4433224411107396E-4,3.0524934761897885E-5,6.776263578034403E-21,0.4045050301265749
298,3.141758115886114E-4,-7.459730135382273E-5,-6.776263578034403E-21,0.46547331054619456
299,4.222347532828808E-4,-2.0786201113548157E-4,0,0.6797528856206839
300,2.4456412310039876E-4,-1.1723071016269302E-4,6.776263578034403E-21,0.4874060404112903
301,3.1421789264652364E-4,-1.5258096026867025E-4,-6.776263578034403E-21,0.5676480415413321
302,1.0336309867065547E-4,-4.651581244830461E-5,-1.6940658945086007E-21,0.43207015286478156
303,4.4477152501692056E-4,-3.447715250169205E-4,0,1
304,2.9432085391465734E-4,-2.8053623176436227E-4,-6.776263578034403E-21,0.6855790498828807
305,3.437858057081839E-4,-2.5247856105770593E-4,-2.0328790734103208E-20,0.6806761558435515
306,3.4477152501692046E-4,-4.4477152501692046E-4,0,0.9999999999999999
307,2.4971698107735285E-4,-3.589321292423763E-4,1.3552527156068805E-20,0.6865054559437023
308,2.0277554053461247E-4,-2.4217143712208547E-4,0,0.5767014686883252
309,2.187365551464211E-4,-1.4304856360341158E-4,0,0.4881859179618563
310,2.6397165066740054E-4,-1.8109486031201233E-4,0,0.5681783646516805
311,1.0121539614515808E-4,3.9087638541954845E-4,-6.776263578034403E-21,0.3220406262579641
312,9.772343952361961E-5,2.613727629227805E-4,6.776263578034403E-21,0.3730120522292065
313,9.473503959172684E-5,1.8153070085115137E-4,6.776263578034403E-21,0.3751560047402073
314,-2.476350881744455E-5,2.6140168072232787E-4,-6.776263578034403E-21,0.41623138136542936
315,-9.772624686372184E-5,3.906194964648898E-4,1.3552527156068805E-20,0.5294785942755066
316,2.2565640174060767E-5,3.908763854195485E-4,6.776263578034403E-21,0.3909516253346014
317,9.999999999999992E-5,6.000000000000001E-4,0,0.27679800188039494
318,-9.999999999999994E-5,6.000000000000001E-4,0,0.6101313352137283
319,0.0011456112420769166,-5.623781869014405E-4,0,0.5594826910362944
320,0.0011451496835553458,-5.634763417278767E-4,0,0.5602984748202232
321,0.0011470873678944551,-5.629480692036298E-4,0,0.5582554057106369
322,0.0013182360408345935,-6.633751913392169E-4,0,0.4221492506682224
323,0.001146895546410976,-5.643388609052445E-4,2.1175823681357508E-22,0.55824673674164
324,0.0013261273203223369,-6.384985264283307E-4,0,0.4190379695437128
325,0.0010955036682984433,-6.807139296687284E-4,0,0.6514209172301476
326,0.001289274941475498,-7.588979857667905E-4,0,0.4288653289336246
327,0.0011227220090628959,-6.909128095733193E-4,0,0.6186829366475539
328,0.001358095025289604,-6.824728449860378E-4,0,0.4005015270477005
329,0.001344381076273327,-7.792374974685331E-4,-6.776263578034403E-21,0.3994363073426326
330,0.001481234385441782,-8.34436168081037E-4,6.776263578034403E-21,0.33226624514917846
331,0.0010767206527441948,-7.673139657433533E-4,0,0.6017466002926793
332,0.0011686899442828222,-7.946392646633891E-4,-1.3552527156068805E-20,0.49663416409726324
333,0.0012696950659252348,-8.278765718828343E-4,0,0.4236306871562904
334,0.001377706553587107,-8.59624380068594E-4,-1.3552527156068805E-20,0.36761968463238137
335,0.0012013293977331458,-8.834588713636185E-4,-6.776263578034403E-21,0.46169088414486015
336,0.0010500546204871926,-8.637424957053617E-4,-3.3881317890172014E-20,0.562822717382182
337,0.0010588687799906666,-8.344185395913408E-4,6.776263578034403E-21,0.5731241148384594
